Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
457,YV78_461,Chatou 78400 (Ouest),"Maison Chatou 5 pièce(s) 133 m². Exclusivité Agence Principale. Chatou en limite du Vésinet et de Montesson, maison de charme des années 1940 en parfait état d'environ 133 m² édifiée sur une parcelle de 245 m² dans un secteur calme et pavillonnaire. Elle est composée au rez-de-chaussée d'une entrée, d'une cuisine ouverte sur un double séjour, une salle de bains avec toilettes. Le premier étage dispose d'une grande chambre avec dressing et bureau (possibilité deuxième chambre). Le rez de jardin offre deux chambres, une salle d'eau, des toilettes séparées, buanderie, un vestibule, chaufferie.
Dans le jardin vous trouverez une jolie terrasse, un atelier, un garage à vélo.
Possibilité de stationnement sur la parcelle.
dont 3.56 % honoraires TTC à la charge de l'acquéreur.",640 000 €,133 m²,6 pièces,4 chambres,,Jardin,,,,4 647 €/m²,Réf. de l’annonce : 158958,Publiée il y a plus de 2 mois,Modifiée le 30 nov. 2020,"Achat maison 6 pièces 133 m², Chatou - 640 000 €",Descriptif de cette maison à vendre de 6 pièces et 133 m²
458,YV78_462,Jouy-en-Josas 78350,"En exclusivité Jouy centre. Maison en excellent état et de plus de 130m2 habitables complétée d'une maison en annexe comprenant garage (40m2) et studio de 30m2 à rénover, le tout sur une parcelle de 490m2. La maison principale est en parfait état, lumineuse, elle compte 4 chambres dont une au rez de chaussée, un bureau, une salle de bain et une salle de douche. Le séjour et la cuisine récente et toute équipée ouvrent sur un ravissant jardin arboré sans aucun vis à vis. Buanderie, chaufferie, cave et garage double complètent ce bien fonctionnel et familial.Contacter Marion Chrétien, agent indépendant mandaté au Voir le téléphone . Honoraires charges acquéreurs inclus. Immatriculation au RCS N°524 972 528 R.S.A.C. Versailles.",840 000 €,162 m²,7 pièces,4 chambres,3 places de parking,Jardin,,,,5 062 €/m²,Réf. de l’annonce : 780151903,Publiée il y a plus de 2 mois,Modifiée le 28 nov. 2020,"Achat maison 7 pièces 162 m², Jouy-en-Josas - 840 000 €",Descriptif de cette maison à vendre de 7 pièces et 162 m²
459,YV78_463,Mézières-sur-Seine 78970,"Maison à vendre / Secteur calme et prisé / Mandat Principal / MEZIERES SUR SEINE / Agence Principale Epone Immobilier. Maison individuelle de qualité, de 1986 sur 687 m² de terrain arboré.
D'une surface habitable de 108 m², ce bien possède un sous-sol total avec garage, atelier et buanderie.
Le rez-de-chaussée est composé d'une entrée donnant sur un séjour traversant avec cuisine ouverte offrant une vue exceptionnelle et un accès sur la terrasse avec sa pergola au calme et sans vis à vis. Des toilettes, 2 chambres ainsi qu'un accès au sous-sol et un escalier vers l'étage supérieur complètent ce niveau.
Le premier étage dispose de 3 chambres ainsi qu'une salle de bains .
Les + de ce bien :
La luminosité - vue dégagée d'exception
Maison individuelle sur sous-sol
Un Mandat Principal: un gage de qualité !
Pour toute visite, contactez l'Agence Principale d'Epône : Voir le téléphone
(Collaborateur salarié)",399 000 €,108 m²,7 pièces,5 chambres,5 places de parking,Jardin,,1 terrasse,,3 694 €/m²,Réf. de l’annonce : 778,Publiée il y a plus de 2 mois,Modifiée le 27 oct. 2020,"Achat maison 7 pièces 108 m², Mézières-sur-Seine - 399 000 €",Descriptif de cette maison à vendre de 7 pièces et 108 m²
460,YV78_464,Châteaufort 78117,"Maison. EMPLACEMENT RARE, Jolie vue sur la vallée et lumière pour cette maison familiale de 7 pièces de 150 m2 (135 habitables) et garage, située en impasse au coeur du village de CHATEAUFORT sur un terrain de 459 m2. Au rez de chaussée, un bel Open space traversant de 42 m2 avec parquet chêne massif et cheminée, ouvrant au SUD/OUEST par 3 baies vitrées sur la terrasse et le joli jardin sans vis à vis et face à la vallée, cuisine équipée récente, toilettes. A l'étage, 3 chambres dont une suite parentale avec un balcon ouvrant sur la belle vue vallée, une salle de bain et salle de bain contemporaines récentes, buanderie, dressing, toilettes. Dans les combles récemment rénovés, deux belles pièces (chambre et bureau). Garage 23 m2. Chaudière récente. Ecoles à pieds. Honoraires agence charge acquéreurs 2,5% TTC inclus.Contacter L.SORIANO agent indépendant mandaté spécialisée de ce secteur immatriculée au RCS N°393 113 087 R.S.A.C.",656 000 €,135 m²,7 pièces,4 chambres,,Jardin,,Terrasse,,4 741 €/m²,Réf. de l’annonce : 780151902,Publiée il y a plus de 2 mois,Modifiée le 28 nov. 2020,"Achat maison 7 pièces 135 m², Châteaufort - 656 000 €",Descriptif de cette maison à vendre de 7 pièces et 135 m²
461,YV78_465,Viroflay 78220 (Rive Droite - Gare),"Maison Viroflay 6 pièce(s) 110 m2. VIROFLAY, sur la RIVE-DROITE, au calme et à l'abris des regards, sur une parcelle de 430 m², MAISON non mitoyenne de 110 m² comprenant : Entrée, double séjour avec balcon exposé OUEST , cuisine ouvrant sur une terrasse plein SUD et sans vis-à-vis , un WC. A l'étage, une première chambre avec dressing, une deuxième chambres avec salle d'eau, une salle de bains et accès aux combles aménageables. L'ensemble est élevé sur un sous-sol 'hors sol' . Fort potentiel d'agrandissement. DPE en cours.",925 500 €,110 m²,6 pièces,3 chambres,2 places de parking,Jardin,,,,8 091 €/m²,Réf. de l’annonce : 007058E1OIWQ,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,"Achat maison 6 pièces 110 m², Viroflay - 925 500 €",Descriptif de cette maison à vendre de 6 pièces et 110 m²
462,YV78_466,Les Clayes-sous-Bois 78340 (Centre-ville),"Maison F6. Située en plein coeur du Val Joyeux, à 2 pas de toutes commodités, belle maison de 6 pièces offrant au Rdc : une entrée cathédrale avec dressing, un séjour double donnant sur une terrasse, une cuisine moderne, aménagée et équipée, une chambre avec placards, une salle de bains récente avec baignoire et douches et WC séparés. A l'étage : palier, 3 chambres, un dressing/bureau, une salle de douches et WC séparés. Un sous-sol total comprenant : un double garage, un atelier, une buanderie et une cave.
Le tout édifié sur un terrain de 419m². dont 4.29 % honoraires TTC à la charge de l'acquéreur.",510 000 €,133 m²,6 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,3 677 €/m²,Réf. de l’annonce : 4141,Publiée il y a plus de 2 mois,Modifiée le 28 oct. 2020,"Achat maison 6 pièces 133 m², Les Clayes-sous-Bois - 510 000 €",Descriptif de cette maison à vendre de 6 pièces et 133 m²
463,YV78_467,Villepreux 78450,"Maison de charme Villepreux Village. EXCLUSIVITÉ AGENCE DE VILLEPREUX - VILLEPREUX VILLAGE
En plein coeur de Villepreux Village, l'Agence de Villepreux vous propose cette charmante maison entièrement rénovée et pleine de caractère d'environ 80 m² se composant :
Au rez-de-chaussée : une entrée, cuisine ouverte aménagée et équipée, un espace salon/séjour, un WC indépendant, un accès jardin, cave voûtée en sous-sol
Au 1er étage : un palier, une chambre, une salle de bain
Au dernier étage : une suite parentale (chambre, salle de bain et WC)
Une cave voûtée en pierre de taille se trouve également en sous-sol de la maison ! Véritable atout de charme pour les amoureux du vin !
Coup de coeur !
Mandat N° 516. Honoraires à la charge du vendeur.",341 250 €,69 m²,3 pièces,2 chambres,,Jardin,,Terrasse,,4 946 €/m²,Réf. de l’annonce : VM1564-VILLEPREUX,Publiée il y a plus de 2 mois,Modifiée le 31 oct. 2020,"Achat maison 3 pièces 69 m², Villepreux - 341 250 €",Descriptif de cette maison à vendre de 3 pièces et 69 m²
464,YV78_468,Auffargis 78610,"Maison à vendre Auffargis. SEULEMENT CHEZ NOUS !
Idéalement située, maison individuelle de 124 m2 / 145 m2 utiles, en bon état offrant entrée, beau séjour avec cheminée, cuisine aménagée avec coin repas, 1 chambre en RDC, SDB, WC, à l'étage, 3 chambres, SDE, WC.
Double garage indépendant.
Jardin de 800 m2 clos de murs.
Belle opportunité.
Mandat N° 1047. Honoraires inclus de 3.5% TTC à la charge de l'acquéreur. Prix hors honoraires 454 000 €.",469 890 €,124 m²,5 pièces,4 chambres,4 places de parking,Jardin,,Terrasse,2 garages,3 661 €/m²,Réf. de l’annonce : VM398-TANDEM,Publiée il y a plus de 2 mois,Modifiée le 1 déc. 2020,"Achat maison 5 pièces 124 m², Auffargis - 469 890 €",Descriptif de cette maison à vendre de 5 pièces et 124 m²
465,YV78_469,Montigny-le-Bretonneux 78180,"LE MANET - MAISON INDIVIDUELLE - TERRAIN DE PLUS DE 1300m2 et 2 CHAMBRES EN RDC ! Venez vite visiter cette maison familiale de 170m2 avec 6 chambres. Au rez-de-chaussée un beau séjour / salle à manger de 39m2 ouvrant sur une terrasse et un jardin avec piscine (hors-sol) bien exposé sans vis à vis. Cuisine de 13m2 aménagée et équipée. Une suite parentale, une pièce pouvant servir de bureau ou chambre, une buanderie et un garage.
A l'étage, 4 chambres avec salle de bains et un palier d'environ 20m2 avec de nombreux rangements.
Le magnifique jardin possède une annexe d'environ 15 à 20m2. RARE ! Ne tardez pas.",780 000 €,170 m²,8 pièces,6 chambres,1 parking intérieur,Jardin de 1250 m²,,1 terrasse,,4 412 €/m²,Réf. de l’annonce : 32050257,Publiée il y a plus de 2 mois,Modifiée le 5 nov. 2020,"Achat maison 8 pièces 170 m², Montigny-le-Bretonneux - 780 000 €",Descriptif de cette maison à vendre de 8 pièces et 170 m²
466,YV78_470,Saint-Rémy-lès-Chevreuse 78470,"Maison contemporaine à Saint Rémy Les Chevreuse - 11 pièces. VISITE VIRTUELLE disponible ! Nous pouvons organiser une première visite à distance : contactez-nous. Cette grande maison contemporaine est située au coeur de Saint-Rémy, à deux pas des commerces et des écoles, et sans aucune nuisance.
Elle vous séduira par sa vue imprenable et sa luminosité.
Elle comprend au rez-de-chaussée un vaste séjour exposé sud, avec cheminée, et accès à une agréable terrasse sans vis à vis, une cuisine, une chambre, un salon d'hiver et une buanderie. Possibilité de créer une salle de bains et une chambre supplémentaire.
A l'étage, vous disposerez d'une agréable suite parentale avec salle de bain, de 3 autres chambres, d'une salle de bain, d'une salle d'eau et d'un bureau.
Enfin, la maison offre un rez-de-jardin avec 2 belles pièces : chambres, activité professionnelle, bureau, salle de jeux : un potentiel intéressant !
Ce niveau comprend également une salle d'eau, une buanderie, un atelier, et une cave à vins.
Par ailleurs, vous profiterez d'un agréable terrain arboré, de 2 grandes terrasses, d'un garage double et ... d'une piscine !
Bien idéal pour une grande famille, rare sur le secteur.",915 000 €,239 m²,11 pièces,7 chambres,3 places de parking,Jardin,,2 terrasses,,3 828 €/m²,Réf. de l’annonce : 823,Publiée il y a plus de 2 mois,Modifiée le 7 déc. 2020,"Achat maison 11 pièces 239 m², Saint-Rémy-lès-Chevreuse - 915 000 €",Descriptif de cette maison à vendre de 11 pièces et 239 m²
467,YV78_471,Vert 78930,"Vente Maison de village 6 pièces. iad France - Lionel GAJAC (Voir le téléphone ) vous propose : Une nouvelle exclusivité I@D France !! Un joli corps de ferme appelé 'Ma Fermette' de 6 pièces et de 142 m2 environ offrant un potentiel habitable supplémentaire à 260 m2 environ, situé en plein centre du village de Vert (78930), village des Yvelines implanté à 4.7 kms (8 mns en voiture) de Mantes La Ville (78711) et à 6 kms (10 mns en voiture) de Mantes La Jolie (78200), de sa gare SNCF pour Paris Saint Lazare (Paris accessible en 33 mns via train direct) et de ses cars direct pour La Defense (accessible en 45 mns via A14).Le village de Vert dispose d'écoles maternelles et primaires, d'une garderie et de petits commerces accessibles à pied. Ce corps de ferme est situé dans une rue calme à faibles passages et proche d'un environnement verdoyant et buccolique. Ce bien datant de 1876 aime les grands volumes et offre en plus un beau potentiel d'agrandissement. Poussez les grandes portes blanches de ce corps de ferme et découvrez le porche qui pourra accueillir un véhicule. De grandes portes blanches vitrées donnent accès à la maison mais aussi à la grande cour intérieure avec une terrasse carrelée de 30m2 environ, une cave, un préau, un jardin en hauteur et des dépendances (atelier, buanderie et pièce à l'étage) offrant un potentiel aménageables de 56 m2 environ supplémentaires. De quoi faire un bel appartement supplémentaire avec une entrée indépendante ! La maison comprend 3 niveaux et est édifiée sur une superbe cave voûtée. Au rez-de-chaussée, une entrée donne accès au cabinet de toilettes. Une cuisine aménagée équipée, un séjour avec une cheminée décorative et un salon complète le niveau. Au 1er étage, le parquet massif en chêne domine, l'alliance entre le bois et la pierre est omniprésent. Un grand palier avec rangement dessert un cabinet de toilettes, une salle d'eau avec cabine de douche et 3 très grandes chambres (28m2 environ, 19 m2 environ et 14 m2 environ). Au 2ème étage, une superbe 4ème chambre de 20m2 environ et des combles aménageables de 62 m2 environ ! Une exclusivité I@D France à voir au plus vite !
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE C indice 118 et GES D indice 27. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Lionel GAJAC (ID 35576), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de VERSAILLES sous le numéro 833658248.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)",313 000 €,142 m²,6 pièces,4 chambres,,Jardin,,Terrasse,,2 204 €/m²,Réf. de l’annonce : 810790,Publiée il y a plus de 2 mois,Modifiée le 3 nov. 2020,"Achat maison 6 pièces 142 m², Vert - 313 000 €",Descriptif de cette maison à vendre de 6 pièces et 142 m²
468,YV78_472,Dampierre-en-Yvelines 78720,Ref 7923 VIAGER OCCUPE - DAMPIERRE-EN-YVELINES (78). VIAGER OCCUPE - DAMPIERRE-EN-YVELINES (78) - MAISON - Parking terrasse atelier jardinage - Bouquet 75 000 euros HAI + rente 1 500 euros/mois indexée - Occ. 2 t 88 ans(M)&79 ans(D) - Val.Ven. 420 000 euros,75 000 €,90 m²,4 pièces,3 chambres,,,,,,Rente : 1 500 €/mois,Réf. de l’annonce : 7923,Publiée il y a plus de 2 mois,Modifiée le 26 nov. 2020,"Achat maison 4 pièces 90 m², Dampierre-en-Yvelines - 75 000 €",Descriptif de cette maison à vendre de 4 pièces et 90 m²
469,YV78_473,Versailles 78000 (Clagny Glatigny),"Maison. Beaucoup de potentiel pour cette maison lumineuse aux beaux volumes, située quartier Glatigny, à proximité de Blanche de Castille, au calme. Entrée, vaste séjour de 62 m² avec cheminée ouvrant de plain pied sur terrasse ensoleillée, cuisine, bureau, 4 chambres (possibilité d'en aménager d'autres), grande mezzanine, 2 salles de bains. Sous-sol total, parkings. Exclusivité. Honoraires : 4,08 % TTC inclus charge acquéreur (1 225 000  hors honoraires)",1 275 000 €,213 m²,8 pièces,4 chambres,2 places de parking,Jardin,,Terrasse,,5 751 €/m²,Réf. de l’annonce : 780023749,Publiée il y a plus de 2 mois,Modifiée le 28 nov. 2020,"Achat maison 8 pièces 213 m², Versailles - 1 275 000 €",Descriptif de cette maison à vendre de 8 pièces et 213 m²
