Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
580,YV78_584,Plaisir 78370 (Aqueduc),"Maison Plaisir 5 pièce(s) 95 m2. PLAISIR-EXCLUSIVITÉ. Dans un environnement rare, familial et verdoyant à la Bretechelle, toutes les écoles à pied, proche des transports (direction gare SNCF - ligne N PARIS MONTPARNASSE), vous trouverez une jolie maison sans aucun travaux à prévoir offrant : entrée, séjour, une belle cuisine équipée, quatre chambres avec placards, une salle de bains, une salle de douches, deux WC, combles aménageables, double vitrage et chaudière gaz. Terrasse et jardin exposé SUD-OUEST. Garage et deux places de parkings en extérieures.",375 000 €,95 m²,5 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,3 947 €/m²,,Publiée le 31 oct. 2020,Réf. de l’annonce : 2945,"Achat maison 5 pièces 95 m², Plaisir - 375 000 €",Descriptif de cette maison à vendre de 5 pièces et 95 m²
581,YV78_585,Rambouillet 78120 (Villeneuve - Hippodrome),"Maison Rambouillet. À vendre : découvrez cette maison de 5 pièces de 121 m², dans la ville de RAMBOUILLET Elle dispose de trois chambres.
Maison VILLANDRY 4 pièces principales 121m2 avec son garage incorporé et son porche d'entrée, le grenier au dessus du garage peut être facilement transformé en 2 pièces habitables ainsi que le grenier.
Le terrain de la propriété est de 262 m².
La maison est située dans la commune de Rambouillet. Plusieurs établissements scolaires (maternelles, élémentaires et collège) se trouvent à moins de 10 minutes de la maison.
Prenez contact avec votre agence Laforêt RAMBOUILLET pour une première visite de cette maison en vente. dont 5.00 % honoraires TTC à la charge de l'acquéreur.",336 000 €,121 m²,5 pièces,3 chambres,2 places de parking,Jardin,,,,2 645 €/m²,Réf. de l’annonce : 485,Publiée le 30 oct. 2020,Modifiée le 18 nov. 2020,"Achat maison 5 pièces 121 m², Rambouillet - 336 000 €",Descriptif de cette maison à vendre de 5 pièces et 121 m²
582,YV78_586,Versailles 78000 (Saint-Louis),"Le Chesnay limite Versailles Maison 10 pièces 294 m² sur parcelle de 3400 m² - Environnement exceptionnel à 20 min de Paris au sein d'un domaine privé très recherché à proximité immédiate des commerces, écoles de renom, transports et au calme absolu pour cette superbe maison contemporaine baignée de lumière édifiée sur un terrain de 3400 m² offrant au rez-de-chaussée: entrée, vaste réception aux beaux éléments anciens (cheminées, boiseries chêne, tomettes) cuisine dînatoire ouvrant sur un très joli patio. suite parentale (chambre, dressing, salle de bains). A l'étage: bibliothèque, deux chambres dont une avec terrasse arborée plein sud, salle de bains. A cela s'ajoutent un sous sol total , 3 garages et un vaste studio attenant à aménager . Un bien Unique dans ce quartier. dont 3.02 % honoraires TTC à la charge de l'acquéreur.",2 215 000 €,294 m²,10 pièces,4 chambres,,Jardin,,3 terrasses,,7 313 €/m²,Réf. de l’annonce : 7315,Publiée le 29 oct. 2020,Modifiée le 2 déc. 2020,"Achat maison 10 pièces 294 m², Versailles - 2 215 000 €",Descriptif de cette maison à vendre de 10 pièces et 294 m²
583,YV78_587,Carrières-sous-Poissy 78955 (Les Oiseaux),"Maison Carrieres Sous Poissy 5 pièce(s) 133 m2. EXCLUSIVITE ! A Carrières Sous Poissy
Venez découvrir cette maison de 133 m² offrant de belles prestations :
une entrée sur séjour salon avec cuisine ouverte ( 55 m² ), wc et garage.
A l'étage : un palier desservant 4 chambres dont une suite parentale, salle de bain et wc. Possibilité d'aménager les combles. Cave et plusieurs places de stationnement.
Le tout sur 416 m² de terrain plat.
Venez la découvrir avec votre agence Guy Hoquet au Voir le téléphone",405 000 €,133 m²,5 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,3 045 €/m²,Réf. de l’annonce : 1613,Publiée le 28 oct. 2020,Modifiée le 1 nov. 2020,"Achat maison 5 pièces 133 m², Carrières-sous-Poissy - 405 000 €",Descriptif de cette maison à vendre de 5 pièces et 133 m²
584,YV78_588,Plaisir 78370 (Aqueduc),"Maison Plaisir 5 pièce(s) 94m². PLAISIR-EXCLUSIVITÉ. Située au fond d'une impasse, à proximité de toutes les écoles, des commerces et des transports. Venez vite découvrir cette belle maison individuelle jumelée, 5 pièces principales, évolutive, décorée avec goût, elle est composée d'une entrée, un beau séjour lumineux donnant accès au jardin, cuisine aménagée et équipée, cellier, garage et WC. A l'étage : Dégagement, 4 chambres, salle de bains, WC, salle d'eau. Les combles sont aménageables, le jardin sans vis-à-vis comporte une terrasse exposée sud-ouest. Chauffage au gaz. Le calme et la tranquillité avec toutes les commodités à pied. Venez vite la découvrir !",365 000 €,94 m²,5 pièces,4 chambres,1 place de parking,Jardin,,1 terrasse,,3 883 €/m²,Réf. de l’annonce : 3093,Publiée le 27 oct. 2020,Modifiée le 2 déc. 2020,"Achat maison 5 pièces 94 m², Plaisir - 365 000 €",Descriptif de cette maison à vendre de 5 pièces et 94 m²
585,YV78_589,Le Vésinet 78110 (Charmettes - Merlettes),"Secteur Charmettes. Quartier recherché - Maison a fort potentielle, non mitoyenne - Jardin - Calme - Lumière - Espace -
Voici les nombreux atouts de cette maison, mais pas que.
De plain pied la maison vous offre un grand double séjour, trois chambres dont deux avec sa propre pièce d'eau. Cuisine séparée avec sa terrasse. Sous-sol total composé d'un garage triple, une buanderie, deux pièces avec ouvertures de fenêtres. Grenier aménageable, deux ouvertures de fenêtres. Proche des commerces.",1 199 000 €,120 m²,6 pièces,3 chambres,,,,Terrasse,,9 583 €/m²,Réf. de l’annonce : 11697,Publiée le 27 oct. 2020,Modifiée le 27 oct. 2020,"Achat maison 6 pièces 120 m², Le Vésinet - 1 199 000 €",Descriptif de cette maison à vendre de 6 pièces et 120 m²
586,YV78_590,Saint-Rémy-l'Honoré 78690,"Maison 11 pièces de 280.0m² | Allée des Cerisiers | Saint-Rémy-l'Honoré
Liberkeys vous propose cette maison de 280m², 6 chambres, combles aménageables.
Sur le bien :
Maison de 11 pièces de 280 m².
Le bien est composé, au rez-de-chaussée : d'une grande entrée avec placard, d'un salon-séjour orienté nord-ouest de 64m², d'une cuisine équipée de 15m² avec un coin repas, d'un bureau de 22 m² avec cheminée, d'une chambre de 10,6 m² avec salle de bain attenante, d'une buanderie, d'un WC séparé avec point d'eau, et d'un double garage.
A l'étage, un vaste pallier dessert la suite parentale de 18 m², avec dressing et salle de bain avec WC attenants, et les quatre autres chambres : une de 13,8 m² avec placard et salle de bain, deux chambres de 13 m² avec placard, et d'une dernière chambre de 11,5 m². Une salle de bain, une salle d'eau avec WC, et deux grandes pièces de 23 et 24 m² complète l'étage.
La maison est construite sur un terrain de 1500 m², et dispose d'une belle terrasse de près de 40 m².
Les combles peuvent être aménagés afin de gagner de l'espace en plus.
Les plus :
- Belles prestations
- Calme
- Combles aménageables
- Beau jardin
Chauffage et eau chaude électrique.
Double vitrage.
Visite virtuelle disponible sur notre site internet.
Taxe foncière : 2491 €
Sur la localisation :
Saint-Rémy-L'Honoré est une petite commune des Yvelines alliant le plaisir et le calme de la campagne à la proximité de Saint-Quentin-en-Yvelines et de son activité économique importante. La N10 et la N12 sont accessibles rapidement, permettant de rejoindre Versailles en 30 minutes et la porte de Paris en moins d'une heure. La gare de Coignières est accessible à 15 min en voiture, et permet de rejoindre Montparnasse (Transilien ligne N).",827 000 €,280 m²,11 pièces,5 chambres,1 place de parking,Jardin,,Terrasse,,2 954 €/m²,Réf. de l’annonce : LKM36499,Publiée le 27 oct. 2020,Modifiée le 27 nov. 2020,"Achat maison 11 pièces 280 m², Saint-Rémy-l'Honoré - 827 000 €",Descriptif de cette maison à vendre de 11 pièces et 280 m²
587,YV78_591,Sartrouville 78500 (Le Prunay),"Quartier les Dix Arpents - Maison 6 pièces de 2011 à 3 min g. Située dans le quartier recherché des Dix Arpents, à seulement 3 min de la gare RER et SNCF, Maison de 2011 de type 6 pièces d'environ 125 m2 comprenant au RDC: entrée avec placard, cuisine US aménagée avec ilôt dinatoire et équipée avec du mobilier et de l'éléctroménager de qualité, salle à manger salon d'environ 31 m2 avec 2 portes fenêtres donnant accès à une agréable terrasse et un jardin paysagé, WC séparés. A l'étage: 3 chambres avec placards dont une donnant sur une grande terrasse, SDB avec WC. Combles aménagés en une véritable suite parentale avec coin dressing, salle de bains avec douche et baignoire. Vaste sous-sol total aménagé et isolé avec placards et cave à vins (haut de plafonds) . Un garage attenant vient compléter le bien. Facilité de stationnement avec possibilité de garer 2 autres véhicules au niveau de la cour pavé à l'avant avec portail automatique. Venez visiter sans tarder ce bien rare à la vente dans ce secteur privilégié !",763 000 €,125 m²,6 pièces,4 chambres,2 places de parking,Jardin,,2 terrasses,,5 920 €/m²,Réf. de l’annonce : 1103,Publiée le 26 oct. 2020,Modifiée le 2 déc. 2020,"Achat maison 6 pièces 125 m², Sartrouville - 763 000 €",Descriptif de cette maison à vendre de 6 pièces et 125 m²
588,YV78_592,Versailles 78000 (Montreuil),"Appartement Versailles 6 pièce(s) 144 m2. VERSAILLES - RIVE DROITE/MONTREUIL - AV DE ST CLOUD - En Exclusivité -Tout le charme de l'ancien - Parquet Point de Hongrie, cheminée, moulures - belle hauteur sous plafond de 2.93 m - Cet appartement de 6 Pièces de 144 m² au 1er étage se compose d'une très belle entrée, 2 pièces de réception de 53 m², cuisine séparée, 3 chambres (possibilité d'une 4ème), bureau, salle de bains. A rafraîchir!
Une grande cave saine et 2 débarras complètent ce bien.
A proximité des gares Rive droite et Montreuil, proche des commerces et écoles.
Un bien rare à découvrir rapidement! dont 5.00 % honoraires TTC à la charge de l'acquéreur.
Copropriété de 5 lots.
Charges annuelles : 1135.00 euros.",1 092 000 €,144 m²,6 pièces,4 chambres,,,,,,7 222 €/m²,Réf. de l’annonce : 363,Publiée le 25 oct. 2020,Modifiée le 30 nov. 2020,"Achat maison 6 pièces 144 m², Versailles - 1 092 000 €",Descriptif de cette maison à vendre de 6 pièces et 144 m²
589,YV78_593,Sartrouville 78500 (Les Dix Arpents),"Maison Sartrouville 2 pièce(s) 45 m2. Sartrouville à 300 mètres de la gare, venez visiter cette maison de 2 pièces . Vous découvrirez en entrant, un séjour de 22m² et une cuisine ouverte de 6m² ainsi qu'une chambre de 11m² donnant sur la salle de bains . Un petit jardin et un garage complète cette petite maison a l'abri des regards.
Dépêchez vous , elle ne restera pas longtemps . dont 5.77 % honoraires TTC à la charge de l'acquéreur.",330 000 €,45 m²,2 pièces,1 chambre,,Jardin,,,,6 933 €/m²,Réf. de l’annonce : 1464,Publiée le 25 oct. 2020,Modifiée le 5 déc. 2020,"Achat maison 2 pièces 45 m², Sartrouville - 330 000 €",Descriptif de cette maison à vendre de 2 pièces et 45 m²
590,YV78_594,Maule 78580,"Maison Maule 6 pièces 140 m2. Keller Williams vous propose cette charmante meulière édifiée en 1948, proche des transports et des commodités à Maule.
Le rez-de-chaussée se compose d'une entrée, d'une suite parentale, d'une cuisine ouverte sur la salle à manger et d'un salon orienté vers le jardin avec sa baie-vitrée.
Au 1er étage, vous trouverez deux chambres d'enfants ainsi qu'un espace de jeux ou bureau et une salle de douche.
A l'extérieur vous pourrez profiter du jardin et d'un espace terrasse, sans vis-à-vis et mitoyenneté. Il est possible également de stationner deux véhicules dans le garage fermé et de stocker beaucoup d'éléments dans le sous-sol total.
N'hésitez pas à contacter Caroline Cassin au:
Voir le téléphone
Contacter",425 000 €,140 m²,6 pièces,3 chambres,2 places de parking,Jardin,,1 terrasse,,3 036 €/m²,Réf. de l’annonce : 736,Publiée le 24 oct. 2020,Modifiée le 9 déc. 2020,"Achat maison 6 pièces 140 m², Maule - 425 000 €",Descriptif de cette maison à vendre de 6 pièces et 140 m²
591,YV78_595,Les Mureaux 78130 (Route de Verneuil - Aérodrome),"Maison Les Mureaux 7 pièce(s) 160 m2. Secteur résidentiel Route de VERNEUIL. Pavillon sur deux niveaux d'habitation (construction de 2007). En Rdc : entrée, séjour de 47m², cuisine ouverte aménagée et équipée (plaque hotte), pièce cellier, chambre avec salle d'eau, chambre avec salle d'eau et dressing, chambre (extension du bâtiment ? accès par la cuisine), wc séparé. A l'étage : palier, rangement, mezzanine, 3 chambres, salle de bains, wc séparé. Surface habitable d'environ 157m² (178m² au sol) Fenêtres Pvc double vitrage et velux. Volets roulants (électriques et manuels). Chauffage individuel pompes à chaleur (avec climatisation). Eau chaude par ballon thermodynamique. Jardin clos. Piscine hors sol. Terrasse. Abris de jardin. Garage non fermé.",375 000 €,157 m²,9 pièces,6 chambres,4 places de parking,Jardin,,,,2 293 €/m²,Réf. de l’annonce : 007044E1QBD5,Publiée le 23 oct. 2020,Modifiée le 6 nov. 2020,"Achat maison 9 pièces 157 m², Les Mureaux - 375 000 €",Descriptif de cette maison à vendre de 9 pièces et 157 m²
592,YV78_596,Perdreauville 78200,"Belle propriété sur sous-sol total avec grand jardin. Très belle maison bien entretenue idéale pour votre famille ! Elle vous offre, au rez-de-chaussée: une entrée, un salon-séjour double avec sa cheminée insert, une cuisine aménagée équipée, deux chambres, une salle de bains, un wc et un dressing.
Au premier étage: une pièce d'environ 50 m² au sol vous permettant de faire une ou deux chambres.
Au sous-sol: une grande salle de jeux (possibilité chambre ou bureau), une chaufferie, un cellier buanderie et un garage.
Dans un environnement paisible avec écoles, proche de l'A13, à 10 minutes des commerces et de la gare de Mantes la Jolie.
Réservez votre visite dès maintenant !",390 000 €,138 m²,6 pièces,4 chambres,,Jardin,,,,2 826 €/m²,Réf. de l’annonce : 1778,Publiée le 22 oct. 2020,Modifiée le 4 déc. 2020,"Achat maison 6 pièces 138 m², Perdreauville - 390 000 €",Descriptif de cette maison à vendre de 6 pièces et 138 m²
593,YV78_597,Mantes-la-Ville 78711 (Merisiers - Plaisances - Belles Lances),"Maison Mantes La Ville 75 m² 4 pièces. A VENDRE EN EXCULSIVITE - MANTES LA VILLE
Dans un quartier calme et résidentiel maison individuelle de 75.12m² de type plain pied édifiée sur vide sanitaire, elle vous offre un séjour double de 28m², cuisine aménagée et équipée, deux chambres avec placards. Garage avec cellier. Beau jardin de 590m² arboré et sans vis à vis complète cette maison en bon état général.
Venez la découvrir avec votre agence Guy Hoquet au Voir le téléphone",215 000 €,"75,12 m²",4 pièces,2 chambres,,Jardin,,,,2 862 €/m²,Réf. de l’annonce : 1611,Publiée le 22 oct. 2020,Modifiée le 9 déc. 2020,"Achat maison 4 pièces 75 m², Mantes-la-Ville - 215 000 €",Descriptif de cette maison à vendre de 4 pièces et 75 m²
594,YV78_598,Clairefontaine-en-Yvelines 78120,"VILLA AVEC PISCINE DANS ECRIN DE VERDURE. CLAIREFONTAINE : Dans environnement privilégié, villa de 360m2 edifiée sur cave totale et terrain arborer de 2900m2 avec piscine chauffée et terrasse. Cette propriété vous offre au rdc : un hall d'entrée - triple reception de 70m2 baignée de lumière avec hauteur cathedrale - cuisine équipée - suite parentale avec chembre / dressing / sdb et WC - bureau et WC. A l'étage : grand espace mezzanine avec vide sur salon - 4 chambres - 2 sdb et 2 sdd - 2 WC. Au second : grande pièce amémangée en salle de jeux. Garage.
TRES BEAU TERRAIN SANS VIS A VIS EN LIMITE DE FORET - UN HAVRE DE PAIX
A VISITER SAN TARDER",895 000 €,360 m²,10 pièces,6 chambres,10 places de parking,,,Terrasse,,2 486 €/m²,Réf. de l’annonce : 1_2020-1480,Publiée le 7 nov. 2020,Modifiée le 10 nov. 2020,"Achat maison 10 pièces 360 m², Clairefontaine-en-Yvelines - 895 000 €",Descriptif de cette maison à vendre de 10 pièces et 360 m²
595,YV78_599,Guyancourt 78280 (Village),"Proche Versailles, dans un ilôt de verdure au calme, près de toutes les commodités: commerces, écoles, collège dans une ancienne ferme d'époque Louis XIV, belle MAISON de Maître de près de 500m² habitables sur terrain de 1250m², vous offre au rez-de-chaussée: vaste hall d'entrée, double salons de réception avec superbes parquets et cheminée marbre, salle à manger, salle de billard, bureau, cuisine équipée + arrière cuisine, toilettes. A l'étage desservi par un bel escalier en bois, 7 chambres parquetées, 2 salles de bains, toilettes. Deuxième étage, 1 chambre, 2 petites pièces, salle de jeux. Sous-sol total avec de nombreuses pièces, chaufferie fuel, cave à vins. Agréable jardin sur le devant, et derrière près des douves en eau. Beau potentiel pour grande famille; division possible en appartements, profession libérale ou autre. Proche également du golf de ST Quentin Yvelines qui a accueilli la Ryder Cup ! CONTACTEZ NOUS: Voir le téléphone",1 490 000 €,500 m²,16 pièces,8 chambres,2 parkings extérieurs,Jardin,,2 terrasses,,2 866 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 20954166,"Achat maison 16 pièces 500 m², Guyancourt - 1 490 000 €",Descriptif de cette maison à vendre de 16 pièces et 500 m²
596,YV78_600,Médan 78670,"Maison Medan 6 pièces. Maison contemporaine de 200m² sur parcelle de 2700m² . Au calme, spacieuse, lumineuse, au confort moderne résume cette maison, proposant : Entrée, vaste cuisine aménagée-équipée, séjour-salon ouvrant sur terrasse de jardin, 5 chambres, 2 salle de bains, dressings. Sous-sol total . De belles prestations",1 196 000 €,200 m²,8 pièces,5 chambres,7 places de parking,Jardin,,,,5 750 €/m²,Réf. de l’annonce : 007046E1N0C3,Publiée le 21 oct. 2020,Modifiée le 2 déc. 2020,"Achat maison 8 pièces 200 m², Médan - 1 196 000 €",Descriptif de cette maison à vendre de 8 pièces et 200 m²
597,YV78_601,Garancières 78890,"Maison de maître - Garancières. Entre Thoiry et et Montfort l'Amaury, très belle propriété de 6 700 m² close de murs. 

Sur cette dernière, charmante maison de maître de 720m2, datant du début du XIXè et entièrement restaurée.
Deux salons ouvrants sur la terrasse et le parc, une salle à manger, au total six chambres et quatre salles de bains réparties dans les étages, une immense salle de jeux sous les toits... 

Au sous-sol: une cave à vin et un espace détente avec jacuzzi, sauna et hammam. 
Le parc accueil une piscine chauffée, un court de tennis en terre battue, une serre et un espace boisé traversé par un cours d'eau. 

Une dépendance comprenant une écurie, une remise, un appartement avec salon, cuisine et deux chambres, viennent compléter les prestations haut-de-gamme de cette propriété.

Renseignements et visites 7 jours sur 7. 
Honoraires d'agence à la charge de l'acquéreur. Voir le téléphone",2 920 000 €,720 m²,12 pièces,7 chambres,,,,,,4 056 €/m²,,Publiée le 20 oct. 2020,Réf. de l’annonce : 1080,"Achat maison 12 pièces 720 m², Garancières - 2 920 000 €",Descriptif de cette maison à vendre de 12 pièces et 720 m²
598,YV78_602,Freneuse 78840,"Belle maison bourgeoise sur un terrain arboré de 1870 m².. Cette belle maison bourgeoise de 285m² se compose au rez-de-chaussée: d'une grande pièce de vie, d'une cuisine équipée, d'une chambre et d'un wc.
Au 1er étage: Palier, 4 chambres, un bureau, une salle de bains avec douche.
Au 2eme étage: Palier, 3 chambres, un wc et une salle d'eau.
Sous-sol avec la chaufferie, une cave, un atelier et une buanderie.
Appentis pour l'outillage de jardin ainsi qu'un atelier indépendant.
Terrain plat et clos de 1870m².
Située dans un secteur calme et recherché, proche des écoles, des commerces, de la maison médicale, de l'accès A13 et de la gare de Bonnières sur Seine.",556 000 €,285 m²,11 pièces,8 chambres,,Jardin,,1 terrasse,,1 951 €/m²,Réf. de l’annonce : 1767,Publiée le 17 oct. 2020,Modifiée le 21 nov. 2020,"Achat maison 11 pièces 285 m², Freneuse - 556 000 €",Descriptif de cette maison à vendre de 11 pièces et 285 m²
599,YV78_603,Lévis-Saint-Nom 78320,"LÉVIS SAINT NOM ** Agréable maison 5 piéces sur une parcelle. Dans un secteur CALME et RECHERCHÉ, sur la BELLE commune de Lévis-Saint-Nom à proximité immédiate des Essarts Le Roi et de toutes ses commodités, David et Kim de BLB Immobilier présente aux amoureux de la nature, cette charmante Maison d'environ 124 m2 sur une parcelle de 825 m2, construite en 1992. Venez découvrir au Rez-de-chaussée : une Entrée sur un Séjour DOUBLE LUMINEUX avec un plafond CATHÉDRALE de 34,73 m2 et son poêle à bois, une agréable cuisine équipée (22,23m2), un dégagement, un espace bureau avec rangements (12,54 m2), un cellier, un dégagement avec placards dessert 3 chambres dont 2 avec placards intégrés (10,81 m2/10,14 m2/9,70 m2), une salle d'eau avec double vasque et douche à l'italienne ainsi qu'un WC indépendant avec lave-main et son coin buanderie. Au 2e étage, une mezzanine d'environ 14 m2 dont une pièce de 8,80 m2 au sol fera le plus grand bonheur des enfants ! La maison dispose également d'un garage de 33,54 m2 et d'une cave.
Sur la terrasse, une cuisine d'été avec BBQ vous permettront de passer d'agréables moments en Famille ou entre amis :)
Ce bien dispose de nombreux rangements. LES PLUS : Huisseries double vitrage PVC, Portail électrique et bien PLUS ENCORE .. Elle est située proche de toutes les commodités : Écoles, collège, centre-ville et gare SNCF. Vous l'aurez compris, une visite s'impose !
***VISITE VIRTUELLE DISPONIBLE SUR NOTRE SITE INTERNET***
Contacter votre DUO Essartois : Kim et David, vos Agents Immobiliers des Essarts-le-Roi/Lévis Saint Nom et de la Vallée de Chevreuse. Disponible pour VOUS 7J/7 au 06.76.08.50.55/06.74.63.97.71. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme LE CORRE Kim, RSAC VERSAILLES no 795069665",382 950 €,124 m²,5 pièces,3 chambres,4 places de parking,Jardin,,Terrasse,,2 984 €/m²,Réf. de l’annonce : B462,Publiée le 15 oct. 2020,Modifiée le 15 nov. 2020,"Achat maison 5 pièces 124 m², Lévis-Saint-Nom - 382 950 €",Descriptif de cette maison à vendre de 5 pièces et 124 m²
600,YV78_604,Houilles 78800 (Les Belles-Vues),"Maison de ville - Plein coeur du centre-ville - Houilles. EXCLUSIVITÉ MY PROPERTY
Nichée au coeur du centre-ville à proximité immédiate de toutes les commodités (écoles, commerces, gare), cette maison de 107 M² vous séduira par ses volumes et son emplacement idéal.
Cette maison de ville qui se compose d'un séjour, une cuisine, un salon, 2 chambres et un bureau, une salle de bains et 2 salles d'eau avec WC ainsi que d'un grand palier, offre de nombreuses possibilités d'agencement ou réaménagement.
Une maison au coeur du centre-ville pour le prix d'un appartement ! bien rare à ce prix
Mandat N° 1000483. Honoraires inclus de 5% TTC à la charge de l'acquéreur. Prix hors honoraires 380 000 €. Nos honoraires : Voir les barèmes des honoraires Ce bien vous est proposé par un agent commercial.",399 000 €,107 m²,4 pièces,2 chambres,,,,,,3 551 €/m²,Réf. de l’annonce : VM696-MYPROPERTY,Publiée le 15 oct. 2020,Modifiée le 9 déc. 2020,"Achat maison 4 pièces 107 m², Houilles - 399 000 €",Descriptif de cette maison à vendre de 4 pièces et 107 m²
601,YV78_605,Houilles 78800 (Les Belles-Vues),"Magnifique maison de 250 m2 dans secteur pavillonaire. Avis aux parisiens en manque d'espaces verts! Une belle villa qui ne vous laissera pas indifférent! Coup de coeur assuré ! Magnifique demeure, avec des matériaux de qualité qui comprend: une grande éntrée lumineuse, Une cuisine entièrement équipée donnant sur terrasse avec accès jardin, triple séjour avec cheminée centrale, WC séparé avec lave mains ainsi qu'un vestiaire privatif. A l'étage un palier desservant quatre belles chambres dont deux suites parentales avec salle d'eau et salle de bain privatives avec WC. Une piscine chauffée et une terrasse de 25 m² viennent compléter ce bien d'exception!. Ainsi que son terrain d'une superficie de 749 m² et un sous-sol total comprenant un bureau , une salle d'eau et garage pouvant accueillir quatre voitures. Belle demeure en exclusivité, située dans quartier pavillonnaire, proche écoles et commerces, venez visiter je ne vous ai pas tout dit...",1 300 000 €,250 m²,8 pièces,4 chambres,,Jardin,,,,5 200 €/m²,,Publiée le 14 oct. 2020,Réf. de l’annonce : 300004-4488912,"Achat maison 8 pièces 250 m², Houilles - 1 300 000 €",Descriptif de cette maison à vendre de 8 pièces et 250 m²
602,YV78_606,Montesson 78360 (Centre-ville),"Maison 5 pièces 3 chambres, bureau, sous-sol partiel aménag. Montesson Centre, maison récente de 2007 dans un ensemble privé et sécurisé, proche du centre-ville, des écoles et des transports. Elle se compose d'une entrée, pièce de vie avec cuisine ouverte donnant sur terrasse et petit jardin. A l'étage, trois chambres avec placards, bureau, salle de bains, salle d'eau. Un garage fermé avec buanderie, sous-sol partiel aménagé en bureau ou salle de jeux et une place de parking viennent compléter ce bien. Très bon état général, chauffage individuel au gaz.",599 000 €,"91,42 m²",5 pièces,3 chambres,1 place de parking,Jardin,,,,6 392 €/m²,Réf. de l’annonce : MI732,Publiée le 14 oct. 2020,Modifiée le 26 nov. 2020,"Achat maison 5 pièces 91 m², Montesson - 599 000 €",Descriptif de cette maison à vendre de 5 pièces et 91 m²
603,YV78_607,Feucherolles 78810,"Feucherolles Maison de village 8 pièces 200 m2. Feucherolles Maison de village 8 pièces 200 m²
Maison ancienne rénovée, bénéficiant d'un superbe panorama sur la plaine de Versailles.
Grande suite parentale en Rez-de-Chaussée, avec dressing, douche, WC et accès direct sur terrasse.
Séjour cheminée, Salle à Manger et Cuisine avec accès direct terrasse.
En étage 2 autres chambres + Bureau + Salle de Billard + Salle de sport . De 1 à 3 chambres supplémentaires pouvant être aménagées dans ces espaces.
Combles aménagés. Cave voûtée. Atelier.
Très jolies terrasses aménagées dans jardin paysagé de 460 m² .
Située à proximité à pied de l'école élémentaire, des commerces et des transports.
Infos et visite sur rdv : Matthieu Fruchard Voir le téléphone
Visite virtuelle disponible",820 000 €,200 m²,8 pièces,5 chambres,2 places de parking,Jardin,,2 terrasses,,4 100 €/m²,Réf. de l’annonce : 1668,Publiée le 14 oct. 2020,Modifiée le 9 déc. 2020,"Achat maison 8 pièces 200 m², Feucherolles - 820 000 €",Descriptif de cette maison à vendre de 8 pièces et 200 m²
604,YV78_608,Prunay-en-Yvelines 78660,"PRUNAY EN YVELINES
Le ""Bon-vivre"" de la campagne avec les atouts de l'ile de France!
A 10 mn de Rambouillet. Charmante maison de 134 m² au coeur d'une parcelle de 507 m² arborée et paysagère, au calme et vue dégagée sur la plaine environnante.
Au rdc vous trouverez un double séjour, une cuisine séparée avec salle à manger attenante, une chambre et une salle d'eau.
A l'étage : un palier dessert 2 chambres et une salle de douche, une suite parentale avec salle de bain attenante, et un couloir doté de nombreux rangements . Le sous-sol comprend garage 2 voitures, un espace atelier, une salle de jeux/ bureau avec fenêtre, 3 pièces de stokage.
A l'extérieur différentes espaces terrasses autour de la maison le tout donnant sur un beau jardin arboré.
Ecoles maternelle et primaire, commerces à proximité.",408 000 €,134 m²,6 pièces,4 chambres,,Jardin de 507 m²,,,2 garages,3 045 €/m²,Réf. de l’annonce : 32737647,Publiée le 13 oct. 2020,Modifiée le 24 oct. 2020,"Achat maison 6 pièces 134 m², Prunay-en-Yvelines - 408 000 €",Descriptif de cette maison à vendre de 6 pièces et 134 m²
605,YV78_609,Mareil-Marly 78750,"SOUS OFFRE ACCEPTEE PAR LES AGENCES LAMOURET.
EXCLUSIVITE AGENCES LAMOURET. MAISON A RENOVER.
Maison construite en 1959, d'une superficie de 100.20m² sur 456m² de terrain.
Rez-de-chaussée : entrée/véranda, séjour, cuisine indépendante, couloir, salle de bains avec wc, 2 chambres.
Etage mansardé : salle de jeux, couloir, chambre, rangement, cabinet de toilettes avec wc.
Sous-sol : garage, chaufferie gaz (Atlantic Idra Duo 2016), cave à vin.
570.000€ HAI, soit 550.724,63€ net vendeur + 19.275,37€ de frais d'agence à la charge de l'acquéreur.",570 000 €,100 m²,4 pièces,3 chambres,1 parking intérieur,Jardin,,,,5 507 €/m²,Réf. de l’annonce : 32740533,Publiée le 12 oct. 2020,Modifiée le 20 oct. 2020,"Achat maison 4 pièces 100 m², Mareil-Marly - 570 000 €",Descriptif de cette maison à vendre de 4 pièces et 100 m²
